sample_conditions,mineral,cycle,triplicate,experiment_code,retention_time,assignments,carbon_chain_length,compound_number,normalized_intensity
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,11.54233333333331,alpha-hydroxymethyl-aldotriose,4,9,1.055989941162329
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,11.78966666666671,Erythrose,4,8,0.0675724826710807
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,11.89766666666671,Threose,4,7,0.0439582792746912
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,11.98600000000001,Erythrulose,4,6,0.284642152468478
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,12.08366666666671,Erythritol,4,10,0.0133612814558138
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,14.05900000000001,Unknown_4,unknown,0,0.0104274108498129
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,14.42966666666671,alpha-hydroxymethyl-aldotetrose,5,19,0.2077793636962072
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,14.51133333333331,beta-hydroxymethyl-aldotetrose,5,20,0.1533560948835131
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,14.58800000000001,Aldopentose 3,5,14,0.0084724620075797
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,14.66733333333331,Aldopentose 4,5,15,0.0243524887293589
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,14.99600000000001,3-Ketopentose,5,18,0.0610194126222995
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,17.34033333333331,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,1.4076497743948106
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,17.58700000000001,alpha-hydroxymethyl-3-Ketopentose,6,24,0.1626229659588255
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,17.74433333333331,3-Ketohexose 1,6,22,0.0559517637921116
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,17.885666666666708,3-Ketohexose 2,6,23,0.1716755623114206
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,19.72800000000001,Ketoheptose,7,29,0.3494720298752185
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,5.94866666666667,Glyceraldehyde,3,4,0.0062283754387577
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,9.97233333333334,Aldotrionic acid,3,5,0.1083931930153956
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,11.54366666666668,alpha-hydroxymethyl-aldotriose,4,9,0.9524886093255414
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,11.79599999999998,Erythrose,4,8,0.0559375491119389
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,11.89966666666668,Threose,4,7,0.0289040602072904
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,11.98699999999998,Erythrulose,4,6,0.1260380994760121
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,12.08099999999998,Erythritol,4,10,0.0204486462150148
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,14.05933333333338,Unknown_4,unknown,0,0.0274283965869638
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,14.43166666666668,alpha-hydroxymethyl-aldotetrose,5,19,0.2373351982090875
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,14.51533333333338,beta-hydroxymethyl-aldotetrose,5,20,0.0726918547479698
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,14.58166666666668,Aldopentose 3,5,14,0.032308538003985
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,14.65533333333338,Aldopentose 4,5,15,0.0294915890978078
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,14.99699999999998,3-Ketopentose,5,18,0.0187290682754172
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,15.81833333333338,Unknown_5,unknown,0,0.0045278285639081
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,17.33799999999998,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.4077020512656515
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,17.590666666666678,alpha-hydroxymethyl-3-Ketopentose,6,24,0.1119741977777754
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,17.731333333333378,3-Ketohexose 1,6,22,0.04170346813016
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,17.89766666666668,3-Ketohexose 2,6,23,0.0471122388460966
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,19.73033333333338,Ketoheptose,7,29,0.1238788948013696
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,5.950999999999999,Glyceraldehyde,3,4,0.0121958996520126
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,9.97166666666667,Aldotrionic acid,3,5,0.0471112109249737
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,11.54399999999998,alpha-hydroxymethyl-aldotriose,4,9,0.9903897099243716
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,11.792333333333378,Erythrose,4,8,0.0600462204715894
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,11.89966666666668,Threose,4,7,0.0368535383393898
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,11.984666666666678,Erythrulose,4,6,0.1749267601782546
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,12.081999999999978,Erythritol,4,10,0.0147887735560816
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,14.061333333333378,Unknown_4,unknown,0,0.0103159508271499
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,14.429666666666678,alpha-hydroxymethyl-aldotetrose,5,19,0.1746751142537564
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,14.51433333333338,beta-hydroxymethyl-aldotetrose,5,20,0.0999894157625983
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,14.59133333333338,Aldopentose 3,5,14,0.0179557977179216
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,14.65699999999998,Aldopentose 4,5,15,0.022663684549527
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,14.99966666666668,3-Ketopentose,5,18,0.0319386781094017
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,15.817999999999978,Unknown_5,unknown,0,0.0034434105850424
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,17.33666666666668,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,0.7432255779258807
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,17.587666666666678,alpha-hydroxymethyl-3-Ketopentose,6,24,0.1012138612855386
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,17.736999999999977,3-Ketohexose 1,6,22,0.0369691939329145
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,17.89166666666668,3-Ketohexose 2,6,23,0.0814184229882076
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,19.72799999999998,Ketoheptose,7,29,0.1968870316511743
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,5.951,Glyceraldehyde,3,4,0.0327450349867332
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,9.97333333333333,Aldotrionic acid,3,5,0.0669707047267547
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,11.54633333333334,alpha-hydroxymethyl-aldotriose,4,9,1.9010560546818192
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,11.78933333333334,Erythrose,4,8,0.0963022167222214
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,11.89966666666664,Threose,4,7,0.0675980688173761
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,11.98700000000004,Erythrulose,4,6,0.2205662536713751
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,12.08433333333334,Erythritol,4,10,0.0167990069236683
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,14.05766666666664,Unknown_4,unknown,0,0.0264111612527054
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,14.42966666666664,alpha-hydroxymethyl-aldotetrose,5,19,0.3705303269563534
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,14.51466666666664,beta-hydroxymethyl-aldotetrose,5,20,0.2317394012824565
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,14.58333333333334,Aldopentose 3,5,14,0.023576283302942
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,14.65766666666664,Aldopentose 4,5,15,0.0281940138272502
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,14.99800000000004,3-Ketopentose,5,18,0.0923147211456597
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,15.82666666666664,Unknown_5,unknown,0,0.0026791779509992
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,17.341000000000037,"(alpha,beta)-bis-hydroxymethyl-aldotetrose",6,21,1.0126333670271208
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,17.589333333333336,alpha-hydroxymethyl-3-Ketopentose,6,24,0.3596756576766982
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,17.73166666666664,3-Ketohexose 1,6,22,0.0738554706282184
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,17.89066666666664,3-Ketohexose 2,6,23,0.1188118541637843
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,19.73033333333334,Ketoheptose,7,29,0.2904507204144659
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,a,MIN011,11.18406107687812,Threitol,4,11,0.3908781554472509
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,a,MIN011,11.222909707551768,Unknown_1,unknown,0,0.0135412246583494
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,a,MIN011,11.18207518838283,Threitol,4,11,0.0597029276085663
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,a,MIN011,11.217757366852496,Unknown_1,unknown,0,0.0381249816289308
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,a,MIN011,11.18631986417234,Threitol,4,11,0.2383879326313036
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,a,MIN011,11.221382161897504,Unknown_1,unknown,0,0.1167069523715223
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,b,MIN011,11.186977205890775,Threitol,4,11,0.3384244491214636
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,b,MIN011,11.22222875571298,Unknown_1,unknown,0,0.5868980018379576
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,11.183170675582408,Threitol,4,11,0.1769013984714265
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,b,MIN011,11.218931307121816,Unknown_1,unknown,0,0.0211439956559454
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,11.186012669055954,Threitol,4,11,0.0730271469734243
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,b,MIN011,11.22084720079092,Unknown_1,unknown,0,0.201402904598806
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,11.184264080447177,Threitol,4,11,0.0711705303170763
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,c,MIN011,11.219781505613588,Unknown_1,unknown,0,0.0954074082957037
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,11.185685101693942,Threitol,4,11,0.1744370333090711
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,c,MIN011,11.220643167694323,Unknown_1,unknown,0,0.1146264869928002
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,a,MIN011,14.214751022145172,Aldopentose 1,5,12,0.0613561879065898
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,1,a,MIN011,14.254351230365268,Aldopentose 2,5,13,0.019392813116163
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,a,MIN011,14.212907145619514,Aldopentose 1,5,12,0.0141917965175117
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,2,a,MIN011,14.25384173246147,Aldopentose 2,5,13,0.0034302607555181
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,a,MIN011,14.21573958463013,Aldopentose 1,5,12,0.0530428775284404
"NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM);NaOH(25),CaCl2(10mM),DHA(35mM),FA(50mM)",Kaolinite,3,a,MIN011,14.253838130503055,Aldopentose 2,5,13,0.0168905798706564
